f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,label
0.0,0.0,0.0,0.00042724609375,0.03167724609375,0.10247802734375,0.09625244140625,0.08935546875,0.07403564453125,0.05401611328125,0.03033447265625,0.01300048828125,0.00390625,0.00164794921875,0.0008544921875,0.00067138671875,0.00091552734375,0.00152587890625,0.0032958984375,0.0089111328125,0.05914306640625,0.15789794921875,0.17156982421875,0.09716796875,0.00091552734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.01580810546875,0.100341796875,0.11065673828125,0.1026611328125,0.08428955078125,0.05224609375,0.021484375,0.00689697265625,0.0025634765625,0.001220703125,0.00091552734375,0.00103759765625,0.001708984375,0.008056640625,0.0440673828125,0.1514892578125,0.18408203125,0.109375,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00469970703125,0.08563232421875,0.11883544921875,0.1116943359375,0.09307861328125,0.05352783203125,0.02020263671875,0.00579833984375,0.00225830078125,0.00177001953125,0.00103759765625,0.001220703125,0.0010986328125,0.00384521484375,0.0174560546875,0.07098388671875,0.15496826171875,0.1705322265625,0.08050537109375,0.0008544921875,0.0,0.0,0.0,0.0,0.0,0.0,125.99359130859375,53.784738687354015,healthy
0.0,0.0,0.00048828125,0.005126953125,0.03057861328125,0.0535888671875,0.07647705078125,0.07232666015625,0.03460693359375,0.01141357421875,0.0050048828125,0.0025634765625,0.00177001953125,0.001220703125,0.0009765625,0.0010986328125,0.001220703125,0.001953125,0.0247802734375,0.2156982421875,0.31402587890625,0.1448974609375,0.00018310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003662109375,0.0167236328125,0.05743408203125,0.0810546875,0.07598876953125,0.03759765625,0.013427734375,0.00592041015625,0.0030517578125,0.00250244140625,0.00152587890625,0.00091552734375,0.00128173828125,0.00189208984375,0.05242919921875,0.28582763671875,0.27679443359375,0.08526611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008544921875,0.02520751953125,0.069091796875,0.0853271484375,0.0687255859375,0.02734375,0.0091552734375,0.0035400390625,0.00238037109375,0.00146484375,0.0018310546875,0.00152587890625,0.00103759765625,0.0018310546875,0.0279541015625,0.26708984375,0.29583740234375,0.1097412109375,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.2681884765625,45.515829886464104,healthy
0.0074462890625,0.05389404296875,0.0609130859375,0.0472412109375,0.03466796875,0.0191650390625,0.00860595703125,0.00286865234375,0.0015869140625,0.000732421875,0.00048828125,0.00091552734375,0.00048828125,0.00079345703125,0.00091552734375,0.00091552734375,0.00128173828125,0.00341796875,0.00494384765625,0.0355224609375,0.1788330078125,0.259765625,0.24822998046875,0.0263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000732421875,0.02783203125,0.05987548828125,0.0567626953125,0.04034423828125,0.02618408203125,0.01068115234375,0.0064697265625,0.003662109375,0.001708984375,0.00238037109375,0.0010986328125,0.0015869140625,0.00042724609375,0.00091552734375,0.0009765625,0.002685546875,0.01007080078125,0.08502197265625,0.2532958984375,0.27325439453125,0.134033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,0.026123046875,0.05523681640625,0.0550537109375,0.04254150390625,0.02789306640625,0.0130615234375,0.0062255859375,0.0040283203125,0.00213623046875,0.00128173828125,0.0009765625,0.00177001953125,0.00152587890625,0.0009765625,0.00103759765625,0.002197265625,0.0081787109375,0.0601806640625,0.23187255859375,0.278076171875,0.177978515625,0.00018310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.19378662109375,56.69607723464002,healthy
0.00421142578125,0.02301025390625,0.03228759765625,0.03143310546875,0.03460693359375,0.024169921875,0.01104736328125,0.0045166015625,0.0020751953125,0.0013427734375,0.00079345703125,0.00067138671875,0.000732421875,0.00054931640625,0.0006103515625,0.00115966796875,0.00299072265625,0.03863525390625,0.16290283203125,0.22711181640625,0.24609375,0.14898681640625,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.01953125,0.03143310546875,0.03460693359375,0.03839111328125,0.02587890625,0.01031494140625,0.00469970703125,0.00274658203125,0.00140380859375,0.00103759765625,0.0008544921875,0.00030517578125,0.000732421875,0.00091552734375,0.00506591796875,0.06488037109375,0.1815185546875,0.2503662109375,0.26910400390625,0.05596923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00152587890625,0.02728271484375,0.0357666015625,0.04193115234375,0.0338134765625,0.01654052734375,0.0064697265625,0.00244140625,0.00152587890625,0.00128173828125,0.001708984375,0.00091552734375,0.00030517578125,0.00091552734375,0.000732421875,0.00335693359375,0.04962158203125,0.169677734375,0.270751953125,0.2711181640625,0.06231689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.2655029296875,45.52489758567849,healthy
0.0,0.0067138671875,0.026123046875,0.04534912109375,0.06549072265625,0.0592041015625,0.028076171875,0.0076904296875,0.00250244140625,0.00067138671875,0.0003662109375,0.000732421875,0.00091552734375,0.000732421875,0.00091552734375,0.0013427734375,0.002197265625,0.00689697265625,0.07525634765625,0.20068359375,0.22100830078125,0.2369384765625,0.01019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00274658203125,0.0234375,0.05029296875,0.07342529296875,0.0576171875,0.02349853515625,0.0069580078125,0.0020751953125,0.00164794921875,0.00091552734375,0.00115966796875,0.0006103515625,0.00091552734375,0.0015869140625,0.00238037109375,0.017578125,0.11944580078125,0.2232666015625,0.1884765625,0.2012939453125,0.00067138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054931640625,0.0316162109375,0.064453125,0.076171875,0.043212890625,0.01373291015625,0.00341796875,0.0013427734375,0.001220703125,0.00152587890625,0.00152587890625,0.00067138671875,0.0010986328125,0.00146484375,0.00274658203125,0.01153564453125,0.10784912109375,0.229736328125,0.196044921875,0.2044677734375,0.00067138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.678955078125,51.026505888655684,healthy
0.00042724609375,0.00958251953125,0.03192138671875,0.0447998046875,0.04376220703125,0.0426025390625,0.0411376953125,0.0330810546875,0.02264404296875,0.01300048828125,0.00848388671875,0.00408935546875,0.002197265625,0.00189208984375,0.001220703125,0.00152587890625,0.00164794921875,0.00323486328125,0.007080078125,0.084228515625,0.18902587890625,0.21453857421875,0.19781494140625,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009033203125,0.03900146484375,0.05072021484375,0.05462646484375,0.051025390625,0.0384521484375,0.02655029296875,0.0142822265625,0.00823974609375,0.00384521484375,0.00238037109375,0.00152587890625,0.00146484375,0.00177001953125,0.00421142578125,0.0244140625,0.15460205078125,0.20294189453125,0.21575927734375,0.09515380859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103515625e-05,0.010986328125,0.040771484375,0.0579833984375,0.05987548828125,0.0498046875,0.033203125,0.02081298828125,0.0120849609375,0.0069580078125,0.00341796875,0.00213623046875,0.00140380859375,0.001220703125,0.00201416015625,0.003662109375,0.01531982421875,0.141845703125,0.1922607421875,0.2213134765625,0.12286376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.76904296875,52.179430782065275,healthy
0.00103759765625,0.0225830078125,0.04583740234375,0.050537109375,0.04815673828125,0.03070068359375,0.01593017578125,0.00347900390625,0.00079345703125,0.00054931640625,0.00048828125,0.00030517578125,0.00042724609375,0.000732421875,0.0006103515625,0.0010986328125,0.001953125,0.016357421875,0.10491943359375,0.19683837890625,0.27838134765625,0.17828369140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.03765869140625,0.05499267578125,0.05670166015625,0.03607177734375,0.01910400390625,0.0035400390625,0.0015869140625,0.0015869140625,0.0008544921875,0.0006103515625,0.000732421875,0.00042724609375,0.00115966796875,0.00225830078125,0.03497314453125,0.14105224609375,0.23736572265625,0.22943115234375,0.132080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244140625,0.01123046875,0.0408935546875,0.05853271484375,0.05487060546875,0.03472900390625,0.0125732421875,0.00274658203125,0.00091552734375,0.00128173828125,0.00091552734375,0.00146484375,0.00079345703125,0.00048828125,0.0009765625,0.00244140625,0.02386474609375,0.13238525390625,0.25299072265625,0.22894287109375,0.13671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.36578369140625,49.889703088550824,healthy
0.0040283203125,0.0546875,0.1053466796875,0.1011962890625,0.06939697265625,0.03253173828125,0.013671875,0.00445556640625,0.00262451171875,0.0009765625,0.00103759765625,0.00054931640625,0.0006103515625,0.00091552734375,0.0009765625,0.00128173828125,0.00152587890625,0.00347900390625,0.01080322265625,0.07611083984375,0.1834716796875,0.21234130859375,0.11798095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103515625e-05,0.02557373046875,0.09814453125,0.10980224609375,0.0816650390625,0.04052734375,0.02056884765625,0.00811767578125,0.00286865234375,0.001708984375,0.00115966796875,0.00048828125,0.0008544921875,0.00091552734375,0.001220703125,0.00140380859375,0.0042724609375,0.03070068359375,0.12994384765625,0.21319580078125,0.203125,0.023681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030517578125,0.030517578125,0.095703125,0.105712890625,0.083740234375,0.04266357421875,0.01953125,0.00628662109375,0.0025634765625,0.001953125,0.001220703125,0.00048828125,0.0009765625,0.00103759765625,0.00115966796875,0.00146484375,0.00457763671875,0.02374267578125,0.1219482421875,0.2093505859375,0.19317626953125,0.0518798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.78717041015625,62.90900200412919,healthy
0.0050048828125,0.05426025390625,0.0955810546875,0.090576171875,0.0709228515625,0.044677734375,0.030029296875,0.01580810546875,0.00665283203125,0.0029296875,0.00079345703125,0.00128173828125,0.000732421875,0.0009765625,0.0018310546875,0.0023193359375,0.00360107421875,0.0050048828125,0.0201416015625,0.093017578125,0.14739990234375,0.137451171875,0.16259765625,0.00640869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000732421875,0.03118896484375,0.09710693359375,0.0994873046875,0.08087158203125,0.05224609375,0.03082275390625,0.01556396484375,0.0069580078125,0.00250244140625,0.0010986328125,0.001708984375,0.00201416015625,0.0023193359375,0.00384521484375,0.0108642578125,0.050537109375,0.1241455078125,0.16766357421875,0.149658203125,0.06866455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00213623046875,0.04693603515625,0.10589599609375,0.09832763671875,0.07965087890625,0.044677734375,0.0240478515625,0.0101318359375,0.003662109375,0.00115966796875,0.001953125,0.0018310546875,0.0018310546875,0.00225830078125,0.00433349609375,0.01068115234375,0.04132080078125,0.1201171875,0.16107177734375,0.1416015625,0.09625244140625,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.28924560546875,59.70543040209365,healthy
0.01202392578125,0.042236328125,0.04473876953125,0.04290771484375,0.04241943359375,0.02484130859375,0.00872802734375,0.00164794921875,0.00079345703125,0.00048828125,0.00054931640625,0.00067138671875,0.0003662109375,0.00079345703125,0.00115966796875,0.00225830078125,0.00408935546875,0.03656005859375,0.12799072265625,0.206298828125,0.23199462890625,0.166259765625,0.00018310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00140380859375,0.02288818359375,0.0474853515625,0.0487060546875,0.0474853515625,0.0316162109375,0.01409912109375,0.0040283203125,0.001220703125,0.00152587890625,0.00128173828125,0.000732421875,0.00042724609375,0.001220703125,0.0020751953125,0.0047607421875,0.05682373046875,0.1494140625,0.2550048828125,0.2012939453125,0.10650634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238037109375,0.028564453125,0.05194091796875,0.05206298828125,0.04473876953125,0.02532958984375,0.00958251953125,0.00286865234375,0.0010986328125,0.001220703125,0.0009765625,0.00177001953125,0.0003662109375,0.001220703125,0.00213623046875,0.0048828125,0.04266357421875,0.1573486328125,0.2584228515625,0.2008056640625,0.109619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.3455810546875,50.831300647263134,healthy
